09:34:26,19507,82793
09:34:26,19507,82793
09:34:26,19507,82793
09:34:27,19507,82793
09:34:27,19507,82793
09:34:27,19507,82793
09:34:27,19507,82793
09:34:27,19507,82793
09:34:27,19507,82793
09:34:28,19507,82793
09:34:28,19507,82793
09:34:28,19507,82793
09:34:28,19507,82793
09:34:28,19507,82793
09:34:28,19507,82793
09:34:29,19507,82793
09:34:29,19507,82793
09:34:29,19507,82793
09:34:29,19507,82793
09:34:29,19507,82793
09:34:30,19507,82793
09:34:30,19507,82793
09:34:30,19507,82793
09:34:30,19507,82793
09:34:30,19507,82793
09:34:31,19507,82793
09:34:31,19507,82793
09:34:31,19507,82793
09:34:31,19507,82793
09:34:32,19507,82793
09:34:32,19507,82793
09:34:32,19507,82793
09:34:32,19507,82793
09:34:33,19507,82793
09:34:33,19507,82793
09:34:33,19507,82793
09:34:33,19507,82793
09:34:33,18148,82793
09:34:34,18148,82793
09:34:34,18148,82793
09:34:34,18148,82793
09:34:34,8840,82768
09:34:35,8840,82768
09:34:35,8840,82768
09:34:35,8840,82768
09:34:35,8840,82768
09:34:36,11887,82608
09:34:36,11887,82608
09:34:36,11887,82608
09:34:36,11887,81957
09:34:37,28286,81957
09:34:37,28286,81957
09:34:37,28286,81957
09:34:38,46170,81178
09:34:38,46170,81178
09:34:38,46170,81178
09:34:38,46170,81178
09:34:39,61330,80324
09:34:39,61330,80324
09:34:39,61330,80324
09:34:40,61910,80323
09:34:40,61910,80323
09:34:40,61910,80323
09:34:40,61910,80323
09:34:41,61910,80323
09:34:41,61910,80323
09:34:41,61910,80323
09:34:42,61910,80323
09:34:42,61910,80323
09:34:42,61910,80323
09:34:43,61911,80323
09:34:43,61911,80323
09:34:43,61911,80323
09:34:44,61911,80323
09:34:44,61911,80323
09:34:44,61911,80323
09:34:45,61911,80323
09:34:45,61911,80323
09:34:46,61911,80323
09:34:46,61911,80323
09:34:46,61911,80323
09:34:47,61911,80323
09:34:47,61911,80323
09:34:47,61911,80323
09:34:48,61911,80323
09:34:48,61911,80323
09:34:49,61911,80323
09:34:49,61911,80323
09:34:50,61911,80323
09:34:50,61911,80323
09:34:50,61911,80323
09:34:51,61911,80323
09:34:51,61911,80323
09:34:52,61911,80323
09:34:52,61911,80323
09:34:52,61911,80323
09:34:53,61911,80323
09:34:53,61911,80323
09:34:54,61911,80323
09:34:54,61911,80323
09:34:55,61911,80323
09:34:55,61911,80323
09:34:56,61911,80323
09:34:56,61911,80323
09:34:57,61911,80323
09:34:57,61911,80323
09:34:58,61911,80323
09:34:58,61911,80323
09:34:59,61911,80323
09:34:59,61911,80323
09:34:59,61911,80323
09:35:00,61911,80323
09:35:00,61911,80323
09:35:01,61911,80323
09:35:01,61911,80323
09:35:02,61911,80323
09:35:02,61911,80323
09:35:03,61911,80323
09:35:03,61911,80323
09:35:03,61911,80323
09:35:04,61911,80323
09:35:04,61911,80323
09:35:05,61911,80323
09:35:05,61911,80323
09:35:06,61911,80323
09:35:06,61911,80323
09:35:07,61911,80323
09:35:07,61911,80323
09:35:07,61911,80323
09:35:08,61911,80323
09:35:08,61911,80323
09:35:09,61911,80323
09:35:09,61911,80323
09:35:10,61911,80323
09:35:10,61911,80323
09:35:11,61911,80323
09:35:11,61911,80323
09:35:12,61911,80323
09:35:12,61911,80323
09:35:13,61911,80323
09:35:14,61911,80323
09:35:14,61911,80323
09:35:15,61911,80323
09:35:15,61911,80323
09:35:16,61911,80323
09:35:16,61911,80323
09:35:17,61911,80323
09:35:17,61911,80323
09:35:18,61911,80323
09:35:19,61911,80323
09:35:19,61911,80323
09:35:20,61911,80323
09:35:21,61911,80323
09:35:21,61911,80323
09:35:22,61911,80323
09:35:22,61911,80323
09:35:23,61911,80323
09:35:23,61911,80323
09:35:24,61911,80323
09:35:24,61911,80323
09:35:24,61911,80323
09:35:25,61911,80323
09:35:25,61911,80323
09:35:26,61911,80323
